State,District,Year,SO2_min,SO2_max,NO2_min,NO2_max,RSPM_min,RSPM_max,SPM_min,SPM_max,Rice_Yield,Wheat_Yield,Maize_Yield,Sugarcane_Yield
Uttar Pradesh,Agra,1997,7.2,24.8,5.8,22.2,,,115,870,0.073924523,13.94438311,0.006561559,0.798120958
Uttar Pradesh,Agra,1998,6.9,35.8,6,27,,,289,1006,0.264675027,36.36108257,0.006392381,2.210926841
Uttar Pradesh,Agra,1999,6,15.4,5.8,13.4,,,145,864,0.266916824,37.39031013,0.011012702,1.721440557
Uttar Pradesh,Agra,2000,5.7,13.5,5.4,11.7,,,266,489,0.161814757,27.21398255,0.013840271,1.801563498
Uttar Pradesh,Agra,2001,8.2,14.1,7.1,12.2,,,77,670,0.15797029,25.96946078,0.012217815,1.093669917
Uttar Pradesh,Agra,2002,4.3,8,10,12.1,,,162,619,0.133243569,30.03478358,0.018128138,1.003464333
Uttar Pradesh,Agra,2003,,,,,,,,,0.097060342,28.72093935,0.006894258,0.678205763
Uttar Pradesh,Agra,2004,4.5,13.3,4.5,13.2,62,313,5,125,0.147630943,23.04023097,0.01691306,0.654965396
Uttar Pradesh,Agra,2005,2.8,49,7.1,77,19,678,49,1164,0.124758802,22.91771753,0.007170666,0.627460217
Uttar Pradesh,Agra,2006,2.3,30.8,5.3,84.2,11,598,29,1235,0.149003364,24.94791739,0.009638836,0.694648467
Uttar Pradesh,Agra,2007,2.3,27.4,5.3,82,11,721,24,1061,0.207264726,32.25535728,0.00960184,0.973311551
Uttar Pradesh,Agra,2008,2.3,43.2,5.3,84.5,13,649,28,1088,0.364202396,34.24503468,0.01320145,0.693332282
Uttar Pradesh,Agra,2009,2.3,24,5.3,66.6,14,624,32,1144,0.337942785,34.83944845,0.007607576,1.328393692
Uttar Pradesh,Agra,2010,6.666666667,13,8.4,15,94.33333333,311,169,582.6666667,0.599438071,32.56827977,0.006400035,0.528369029
Uttar Pradesh,Agra,2011,2,17,5,68,9,622,,,0.609469564,37.94563715,0.026541067,0.706317376
Uttar Pradesh,Agra,2012,,,,,,,,,0.343614286,39.16877015,0.013526331,1.020726526
Uttar Pradesh,Agra,2013,2,15,5,73,12,544,,,1.571373082,34.29068169,0.012794717,0.855637988
Uttar Pradesh,Agra,2014,2,20,5,76,15,644,,,1.682184814,22.76951103,0.022527711,0.423895855
Uttar Pradesh,Sonbhadra,1997,35.9,77.8,38.7,71,,,153,403,10.29173728,4.845216261,0.728147563,1.134434565
Uttar Pradesh,Sonbhadra,1998,49.2,69.5,55.2,67.2,,,181,370,15.40823768,6.523901145,1.04264695,1.496991749
Uttar Pradesh,Sonbhadra,1999,48.4,67.8,55.3,68.2,,,142,463,17.58527412,8.076304252,0.655142593,1.123748039
Uttar Pradesh,Sonbhadra,2000,55.7,70.3,60.5,72.7,,,97,257,11.18549061,6.363724581,0.558283074,1.797336272
Uttar Pradesh,Sonbhadra,2001,34.5,70.4,44.3,73.1,,,107,357,15.99820321,8.800636556,0.346769611,1.358821181
Uttar Pradesh,Sonbhadra,2002,21.3,56,32,61.4,,,82,421,12.75978936,11.86953755,0.595504006,1.631023984
Uttar Pradesh,Sonbhadra,2003,,,,,,,,,19.24298798,10.4176483,0.68387411,1.447006899
Uttar Pradesh,Sonbhadra,2004,12.2,34,16.8,38.6,55,283,106,575,3.667574148,5.676641857,0.522538746,1.077682886
Uttar Pradesh,Sonbhadra,2005,12.3,25.9,10,36.8,42,238,85,491,7.264981494,6.054021267,1.439634577,1.268237129
Uttar Pradesh,Sonbhadra,2006,12.5,26.1,18.1,45.2,44,294,80,544,14.75300223,8.27823846,0.43618333,0.988376782
Uttar Pradesh,Sonbhadra,2007,14.4,22.8,21.7,36.7,62,195,114,400,6.60628676,7.423238422,2.404160012,2.093911892
Uttar Pradesh,Sonbhadra,2008,13.1,49.7,20.2,36.3,61,179,118,370,6.305200959,12.00234127,1.599921958,0.769942583
Uttar Pradesh,Sonbhadra,2009,13.6,21.3,21,37.2,77,181,145,383,4.503920916,22.7151344,0.89019737,2.137778623
Uttar Pradesh,Sonbhadra,2010,11.19333333,19.56166667,19.36666667,52.98666667,86.33333333,311.6666667,151.6666667,329,6.614256144,14.62428501,0.965202181,1.465356695
Uttar Pradesh,Sonbhadra,2011,11,34,18,77,75,582,,,11.37053235,17.86776206,0.776236907,1.938028292
Uttar Pradesh,Sonbhadra,2012,12,19,17,,87,170,,,12.02320135,19.15925059,1.258346495,1.639616579
Uttar Pradesh,Sonbhadra,2013,14,19,20,,89,161,,,11.21504216,22.8551055,1.327118929,2.466199209
Uttar Pradesh,Sonbhadra,2014,14,35,20,31,74,156,,,8.449884862,19.00650426,1.344968287,2.327960247
Uttar Pradesh,Lucknow,1997,23.1,36.5,25,41.4,,,218,733,3.594649562,14.08455882,0.163954944,2.084011264
Uttar Pradesh,Lucknow,1998,26.5,36.5,28,38.9,,,382,574,7.33436554,25.76149082,0.096889494,4.08111756
Uttar Pradesh,Lucknow,1999,15.3,42.5,17.9,42,,,196,558,7.179560636,31.11798277,0.277062435,3.029772615
Uttar Pradesh,Lucknow,2000,23,33.1,24.3,33.7,,,224,290,4.021934942,30.50397649,0.163100488,3.375503083
Uttar Pradesh,Lucknow,2001,24.6,30.4,26.5,35.6,,,220,375,6.127216157,28.95993664,0.179419585,3.871335634
Uttar Pradesh,Lucknow,2002,17.5,29.5,25.5,31.4,,,210,378,5.888133079,32.2722057,0.111575304,3.210959738
Uttar Pradesh,Lucknow,2003,,,,,,,,,16.27221647,31.51885105,0.116918877,3.242592549
Uttar Pradesh,Lucknow,2004,3,24.1,8.8,41.4,43,262,73,392,13.66880811,28.38879757,0.235121774,3.197297263
Uttar Pradesh,Lucknow,2005,5.8,25,18.8,55,121,289,135,591,10.59305761,30.15640325,0.44838257,3.052134417
Uttar Pradesh,Lucknow,2006,5,16.6,18.9,38,124,264,253,571,16.42699229,39.42671367,0.176179141,4.254471559
Uttar Pradesh,Lucknow,2007,5.5,12.7,24.8,40.8,118,260,237,546,15.43452065,37.8807372,0.406521354,4.522417154
Uttar Pradesh,Lucknow,2008,4.8,10.7,28,47.8,112,250,234,522,20.27355104,39.08165931,0.256725508,3.444677846
Uttar Pradesh,Lucknow,2009,6,10.8,28.9,44.4,132,256,283,532,10.02169038,47.64783797,0.194792908,3.101548812
Uttar Pradesh,Lucknow,2010,5.5,27.9225,27.6025,48.82166667,102.9933333,6307.033333,275.31,524.1766667,16.30603139,41.31950451,0.09761719,1.780174108
Uttar Pradesh,Lucknow,2011,6,22,26,100,109,433,,,19.90915606,41.53190528,0.1813657,1.816083925
Uttar Pradesh,Lucknow,2012,6,22,18,41,9,435,,,20.16106779,46.05776926,0.206451273,3.11378906
Uttar Pradesh,Lucknow,2013,6,9,17,65,149,246,,,20.44265139,46.77837477,0.150246285,2.450433079
Uttar Pradesh,Lucknow,2014,6,9,20,34,131,232,,,24.12433783,27.70321995,0.086138038,2.463944074
Uttar Pradesh,Kanpur Nagar,1997,6,22.2,7.9,46.8,,,72,619,2.651085673,10.08214649,0.822362932,6.684545839
Uttar Pradesh,Kanpur Nagar,1998,9.3,25.8,12,48,,,48,688,4.245610491,35.00139583,1.867065824,22.51917426
Uttar Pradesh,Kanpur Nagar,1999,8.5,23,13,35.4,,,67,659,9.064632492,33.12113761,1.556596221,15.8101975
Uttar Pradesh,Kanpur Nagar,2000,9,23.6,13.5,48.2,,,158,818,6.625687763,30.63831291,1.272291158,17.11271384
Uttar Pradesh,Kanpur Nagar,2001,10.6,22.4,13,43.7,,,84,811,9.451440819,34.27239168,1.488332842,16.10778758
Uttar Pradesh,Kanpur Nagar,2002,5.6,17.7,7.4,37.8,,,133,712,4.420004113,36.82617138,0.584385399,16.46250625
Uttar Pradesh,Kanpur Nagar,2003,,,,,,,,,8.824233856,38.40832145,1.530067199,20.43148987
Uttar Pradesh,Kanpur Nagar,2004,2,26,5,76,84,329,124,497,6.76395144,25.03090036,2.736483504,19.88921123
Uttar Pradesh,Kanpur Nagar,2005,4,21.3,5.9,34,22,483,64,851,7.147726068,27.80955639,2.402007459,16.40974625
Uttar Pradesh,Kanpur Nagar,2006,4,11.8,9.8,42,25,532,61,1109,6.809436291,37.17638441,1.50859015,29.85995614
Uttar Pradesh,Kanpur Nagar,2007,2.3,11.2,5.3,54.7,27,338,57,777,8.659771237,36.05039515,1.690242912,29.93931912
Uttar Pradesh,Kanpur Nagar,2008,4,14.2,12.6,45,129,297,303,631,9.311872156,37.55338381,2.076148732,28.77906172
Uttar Pradesh,Kanpur Nagar,2009,4.4,13.6,16.9,43.6,129,279,272,632,8.475465786,45.06958962,1.32619616,15.03297269
Uttar Pradesh,Kanpur Nagar,2010,4.4,12.42,18.07,49.7,126.39,307.94,270.67,677.42,8.528282563,42.64865675,1.626323371,15.68746175
Uttar Pradesh,Kanpur Nagar,2011,1,75,3,101,19,521,,,12.09902576,47.5993594,1.364429023,18.45829441
Uttar Pradesh,Kanpur Nagar,2012,2,115,2,75,23,600,,,10.16152473,51.73685306,1.399966387,22.80571095
Uttar Pradesh,Kanpur Nagar,2013,2,121,2,79,23,704,,,11.55436275,53.1509291,1.886043357,22.57484325
Uttar Pradesh,Kanpur Nagar,2014,2,28,11,106,11,717,,,10.17646021,22.81792248,1.29909025,20.62555144
Uttar Pradesh,Amroha,1997,21.1,35.5,,,,,168,363,3.887240533,29.05058945,0.529574684,518.7899034
Uttar Pradesh,Amroha,1998,10.8,21.7,,,,,203,327,3.846562609,30.24037581,0.387699688,517.9619863
Uttar Pradesh,Amroha,1999,11.8,36.3,8.1,15.2,,,154,440,4.889041063,23.39764605,0.329959341,301.1277742
Uttar Pradesh,Amroha,2000,13.7,35.7,7.4,15.9,,,106,371,6.515640121,28.06286436,0.33659101,387.8765433
Uttar Pradesh,Amroha,2001,17.7,42.8,7.2,17.4,,,130,624,6.511459397,29.906471,0.292076995,401.4507394
Uttar Pradesh,Amroha,2002,24.5,48.4,7.5,18.5,,,97,461,4.891703442,23.1690203,0.199338041,371.4368932
Uttar Pradesh,Amroha,2003,,,,,,,,,5.965264155,33.15143106,0.146005378,508.8715157
Uttar Pradesh,Amroha,2004,14,56.5,9.5,23.3,36,115,11,326,4.332757483,17.22344617,0.165524671,330.8843268
Uttar Pradesh,Amroha,2005,20,48.3,11.5,22.3,34,110,148,505,3.222561082,17.66930513,0.184436893,334.1204571
Uttar Pradesh,Amroha,2006,19.3,51.8,11,22.8,33,225,149,518,4.812736952,27.92480809,0.112254027,457.9904008
Uttar Pradesh,Amroha,2007,19.5,39.3,13,22.3,33,121,151,500,4.334834454,25.71745919,0.105958294,389.2163321
Uttar Pradesh,Amroha,2008,,,,,,,,,3.083295698,29.36639099,0.162562098,381.4770803
Uttar Pradesh,Amroha,2009,,,,,,,,,2.661102911,27.46881257,0.161587057,428.4928459
Uttar Pradesh,Amroha,2010,9,27,9,28.5,54,169.5,150,596,4.581085416,28.36555753,0.149358918,448.5932169
Uttar Pradesh,Amroha,2011,12,21,18,26,68,114,,,5.469669884,27.45474914,0.123783419,435.462567
Uttar Pradesh,Amroha,2012,6,50,11,66,50,374,,,3.913473909,27.6603234,0.095316438,497.4331996
Uttar Pradesh,Amroha,2013,5,39,9,51,36,266,,,2.771411579,28.56968919,0.131450166,494.1902492
Uttar Pradesh,Amroha,2014,9,41,15,60,53,311,,,3.72114363,23.31522264,0.122991725,645.7454361
Uttar Pradesh,Varanasi,1997,21.6,33.8,14.3,44.7,,,210,408,8.84288695,15.31713252,0.331247959,25.0042763
Uttar Pradesh,Varanasi,1998,,,,,,,350,543,14.92355003,19.03511901,0.209053447,47.16624639
Uttar Pradesh,Varanasi,1999,,,,,,,279,430,15.19787416,20.74653652,0.380139407,39.17238642
Uttar Pradesh,Varanasi,2000,17.6,20.3,15.6,19.5,,,311,313,14.88560307,21.05162512,0.513845452,34.90003763
Uttar Pradesh,Varanasi,2001,8.5,14.5,6.6,17.9,,,150,632,21.585219,28.08787912,0.479212306,36.85214918
Uttar Pradesh,Varanasi,2002,9.7,11.7,9.4,14.1,,,286,488,15.31714457,24.44102025,0.383332303,36.15880934
Uttar Pradesh,Varanasi,2003,,,,,,,,,23.98531765,32.06708325,0.331398708,36.38399219
Uttar Pradesh,Varanasi,2004,14,17,15,20,102,133,222,334,3.863881827,18.01284703,0.699943987,20.24011519
Uttar Pradesh,Varanasi,2005,12.6,18.5,14.1,21.9,80,112,215,424,10.29220385,21.23681297,0.656833685,33.75493732
Uttar Pradesh,Varanasi,2006,4.5,19.1,9.7,21.7,36,136,38,424,14.8980679,27.51901881,0.859506913,31.1235584
Uttar Pradesh,Varanasi,2007,12,18.5,15,21.8,72,145,196,481,15.25860567,34.32978629,0.246878984,31.88785802
Uttar Pradesh,Varanasi,2008,13.3,17.1,14.6,20.4,56,139,149,447,21.40421572,37.9455719,0.327711933,35.27279193
Uttar Pradesh,Varanasi,2009,15.6,17.7,17.6,20.5,107,133,345,429,12.38624931,37.91649544,0.142409772,38.01490697
Uttar Pradesh,Varanasi,2010,16.36,19.64,18,22.92,122.1533333,136.03,377.3766667,412.33,15.12446717,35.28133609,0.411601036,31.07534369
Uttar Pradesh,Varanasi,2011,14,19,18,23,108,151,,,21.42914389,39.94793911,0.29685164,38.33164839
Uttar Pradesh,Varanasi,2012,17,21,19,26,103,160,,,20.65213305,42.69302428,0.345879894,42.68685732
Uttar Pradesh,Varanasi,2013,17,50,20,83,117,163,,,20.29087255,37.97454363,0.33361246,47.62257578
Uttar Pradesh,Varanasi,2014,18,20,28,34,115,153,,,20.47834708,25.53761353,0.308504934,50.81122513
Uttar Pradesh,Ghaziabad,1997,,,,,,,177,308,1.340481849,20.55690114,1.0636678,339.0724481
Uttar Pradesh,Ghaziabad,1998,11.5,26.9,9.5,17.8,,,382,508,2.471768579,31.80975503,0.797642367,469.5057584
Uttar Pradesh,Ghaziabad,1999,29.1,38.3,18.8,37.8,,,22,337,5.252687762,30.5524664,0.636490144,414.1848053
Uttar Pradesh,Ghaziabad,2000,29,36.6,26.3,32,,,288,446,4.844202512,27.77674967,0.51476752,388.4551676
Uttar Pradesh,Ghaziabad,2001,19,34.8,18.7,38.4,,,222,487,6.392090336,31.91620467,0.794137708,522.2966241
Uttar Pradesh,Ghaziabad,2002,,,,,,,,,6.283928967,38.18613573,0.267092418,638.2983594
Uttar Pradesh,Ghaziabad,2003,,,,,,,,,4.865043276,35.94943097,0.370940473,436.8206667
Uttar Pradesh,Ghaziabad,2004,5,32,4.5,40,46,390,20,146,4.907825218,24.93986072,0.270403456,407.5201375
Uttar Pradesh,Ghaziabad,2005,5,23.3,5.6,29,62,530,250,910,3.954861745,24.93195382,0.559954132,259.9181674
Uttar Pradesh,Ghaziabad,2006,4.8,24.8,9.3,49.5,86,532,156,667,5.954506783,34.80838124,0.322858703,469.0006438
Uttar Pradesh,Ghaziabad,2007,11,37,9.1,33.5,103,366,236,625,6.903111316,35.27153722,0.427494814,556.1787048
Uttar Pradesh,Ghaziabad,2008,10.8,33.3,10.5,38,134,575,274,752,7.526221851,38.75299885,0.318017454,415.2402791
Uttar Pradesh,Ghaziabad,2009,5.8,42.8,21,40,51,428,60,650,9.861892461,43.04309165,0.213142952,533.5472163
Uttar Pradesh,Ghaziabad,2010,17,38.5,29,41.25,160,517,307.5,933,9.57395161,39.63675858,0.285671344,379.7835502
Uttar Pradesh,Ghaziabad,2011,23,41,29,52,117.5,307.5,,,10.43175676,42.06781316,0.219787904,478.3464187
Uttar Pradesh,Ghaziabad,2012,20,85,25,44,80,536,,,7.022330266,33.26338628,0.076461365,369.7687788
Uttar Pradesh,Ghaziabad,2013,17,32,22,47,84,381,,,8.544808928,39.13628678,0.05174163,499.9966182
Uttar Pradesh,Ghaziabad,2014,17,92,24,48,84,388,,,8.703429724,31.78272299,0.049153268,275.139451
Uttar Pradesh,Firozabad,1997,,,,,,,,,2.963357311,23.30753612,0.855073809,0.524804695
Uttar Pradesh,Firozabad,1998,,,,,,,,,3.631725968,29.20434829,0.469131178,0.598846778
Uttar Pradesh,Firozabad,1999,,,,,,,,,3.382802183,31.91476667,0.540315588,1.071184229
Uttar Pradesh,Firozabad,2000,,,,,,,,,3.238246461,28.78766203,0.805882862,0.823286196
Uttar Pradesh,Firozabad,2001,,,,,,,,,3.371556126,32.18481564,1.185219052,0.911115295
Uttar Pradesh,Firozabad,2002,,,,,,,,,3.035239924,34.09315385,0.433711505,0.867878768
Uttar Pradesh,Firozabad,2003,,,,,,,,,2.976141721,36.69119164,0.676587774,0.505801864
Uttar Pradesh,Firozabad,2004,6.7,53.4,4.5,67,,,6,54,3.6769571,25.87460753,1.997620784,0.418847289
Uttar Pradesh,Firozabad,2005,5,35,10,52,65,178,74,839,3.769910323,26.34044438,1.052204303,0.629097043
Uttar Pradesh,Firozabad,2006,9.3,33,14.8,54.7,,,103,844,5.107008298,35.95049003,0.781739471,0.594189374
Uttar Pradesh,Firozabad,2007,7.7,34.2,13.3,83.3,24,448,71,778,5.43465932,34.70580887,1.2380644,0.963136537
Uttar Pradesh,Firozabad,2008,7.7,39.2,16,53.2,50,442,120,782,6.46250303,34.98984769,1.505474685,0.759035798
Uttar Pradesh,Firozabad,2009,7.7,31.8,16.3,41.2,31,403,65,678,5.974306668,42.92769744,0.915498074,0.474440527
Uttar Pradesh,Firozabad,2010,7,31.83333333,21.33333333,58.83333333,25,331.6666667,64.66666667,638,5.515105353,37.23849775,0.838812453,0.500388269
Uttar Pradesh,Firozabad,2011,,,,,,,,,7.857207667,40.99850109,1.250213223,0.475587316
Uttar Pradesh,Firozabad,2012,,,,,,,,,5.887878136,39.68276658,1.223924673,0.688027275
Uttar Pradesh,Firozabad,2013,8,97,20,97,63,485,,,3.54648607,41.64702815,0.938567776,0.883200921
Uttar Pradesh,Firozabad,2014,8,32,17,39,40,553,,,5.662622473,18.81220018,1.40947983,0.49276287
Uttar Pradesh,Jhansi,1997,,,,,,,,,0.043827573,8.98076017,0.038780282,0.176417847
Uttar Pradesh,Jhansi,1998,,,,,,,,,0.099155198,17.2711409,0.033360627,0.389008742
Uttar Pradesh,Jhansi,1999,,,,,,,,,0.093338076,24.49159307,0.02443708,0.313633288
Uttar Pradesh,Jhansi,2000,,,,,,,,,0.169282826,17.38767319,0.071319844,0.230538777
Uttar Pradesh,Jhansi,2001,,,,,,,,,0.118534662,20.42925491,0.071953409,0.209840669
Uttar Pradesh,Jhansi,2002,,,,,,,,,0.012935889,20.62182315,0.027148567,0.112290237
Uttar Pradesh,Jhansi,2003,,,,,,,,,0.20306762,19.37747045,0.0108146,0.19519177
Uttar Pradesh,Jhansi,2004,,,,,,,,,0.297240723,24.50995335,0.139379453,0.412522336
Uttar Pradesh,Jhansi,2005,,,,,,,,,0.3285686,24.13323063,0.067255176,0.138180484
Uttar Pradesh,Jhansi,2006,4.5,12,9.3,27,40,280,90,575,0.073168934,12.58387737,0.068773438,0.28710096
Uttar Pradesh,Jhansi,2007,6,11,25.8,32,70,299,151,581,0.284241703,17.8667413,0.074721892,0.040952448
Uttar Pradesh,Jhansi,2008,5.2,13.3,20.5,33.2,77,255,97,551,0.2516509,25.05630631,0.094064068,0.074464108
Uttar Pradesh,Jhansi,2009,5,12.9,20.7,32.5,84,181,169,367,0.198131091,19.98358813,0.045231695,0.078201409
Uttar Pradesh,Jhansi,2010,5.216666667,15.66666667,15.43333333,33.83333333,72.33333333,292,143.6666667,517.6666667,0.308933512,25.0667139,0.105107814,0.196588126
Uttar Pradesh,Jhansi,2011,5.7,16.4,16.7,30.9,65,189,129,366,1.36261165,35.79096699,0.075803883,0.865817476
Uttar Pradesh,Jhansi,2012,,,,,,,,,1.191551979,26.02762099,0.075231955,0.507396411
Uttar Pradesh,Jhansi,2013,4,16,12,31,15,194,,,1.392540911,15.67809106,0.077663113,0.556363621
Uttar Pradesh,Jhansi,2014,5,11,15,29,59,143,,,0.548974457,11.3927244,0.047893353,0.413855645
Uttar Pradesh,Bulandshahr,1997,,,,,,,,,1.378392502,19.79401189,3.484643523,84.81931277
Uttar Pradesh,Bulandshahr,1998,,,,,,,,,3.268547939,41.46782066,3.95344591,174.3610339
Uttar Pradesh,Bulandshahr,1999,,,,,,,,,4.74760565,39.99960289,4.560248078,145.637097
Uttar Pradesh,Bulandshahr,2000,,,,,,,,,2.581391716,38.18295878,4.504036078,139.1739444
Uttar Pradesh,Bulandshahr,2001,,,,,,,,,2.886254199,43.72518242,6.065980775,178.7031137
Uttar Pradesh,Bulandshahr,2002,,,,,,,,,5.754386334,45.12754384,2.674354649,197.8198202
Uttar Pradesh,Bulandshahr,2003,,,,,,,,,6.235383351,40.28561114,3.922367058,204.3072012
Uttar Pradesh,Bulandshahr,2004,,,,,,,,,6.248029494,33.47179462,5.484048166,164.6781656
Uttar Pradesh,Bulandshahr,2005,,,,,,,,,4.972015902,30.946317,4.846145165,157.5788561
Uttar Pradesh,Bulandshahr,2006,28,125,26,109.8,138,383,341,582,6.640402155,44.4865427,3.760166395,236.800771
Uttar Pradesh,Bulandshahr,2007,20.8,85,13.5,69.3,66,501,106,901,4.374274346,44.54981655,3.601349628,222.8971341
Uttar Pradesh,Bulandshahr,2008,19.3,70.8,15.8,74.8,133,370,252,664,10.69796784,51.89002025,3.778715902,199.319109
Uttar Pradesh,Bulandshahr,2009,11,31.8,11.3,34.8,111,216,188,524,10.03293936,52.63112169,3.431864828,186.949402
Uttar Pradesh,Bulandshahr,2010,19,41.75,19.75,38.25,136,291.5,161.5,509,5.415886541,48.71081455,3.39088173,194.1012022
Uttar Pradesh,Bulandshahr,2011,19,34,20,35,134,197,,,14.12723701,56.2620753,2.551085849,218.1684027
Uttar Pradesh,Bulandshahr,2012,19,31,18,31,152,183,,,7.62006129,55.06186523,3.751435381,232.9114349
Uttar Pradesh,Bulandshahr,2013,18,31,19,32,137,187,,,9.327455919,58.39620685,3.827233664,247.2687065
Uttar Pradesh,Bulandshahr,2014,18,24,2,27,139,177,,,9.454502618,36.64896987,3.218395669,207.8176902
Uttar Pradesh,Allahabad,1997,,,,,,,,,7.4202958,11.19171302,0.017766139,2.223714308
Uttar Pradesh,Allahabad,1998,,,,,,,,,17.41804296,20.38195965,0.021457655,3.362810328
Uttar Pradesh,Allahabad,1999,,,,,,,,,19.5376199,22.10824495,0.030115844,4.005814849
Uttar Pradesh,Allahabad,2000,,,,,,,,,16.3388817,20.35130722,0.009753822,2.279849876
Uttar Pradesh,Allahabad,2001,,,,,,,,,17.7200436,21.54738615,0.010633535,1.905665703
Uttar Pradesh,Allahabad,2002,,,,,,,,,8.790213633,11.285308,0.005385357,1.044201136
Uttar Pradesh,Allahabad,2003,,,,,,,,,20.95827247,28.20144487,0.002908163,1.956543366
Uttar Pradesh,Allahabad,2004,,,,,,,,,15.91800543,20.05678506,0.003901472,2.219091748
Uttar Pradesh,Allahabad,2005,,,,,,,,,15.23028884,18.30017625,0.009657404,1.280933871
Uttar Pradesh,Allahabad,2006,,,,,,,,,22.41804585,31.79527913,0.007866715,2.326608209
Uttar Pradesh,Allahabad,2007,6.4,55.5,17,71.9,55,458,120,927,21.00158268,29.44536796,0.005499097,1.810518852
Uttar Pradesh,Allahabad,2008,2.4,44.6,5.5,92,17,516,32,1123,25.46883391,31.09774468,0.005224699,2.3010585
Uttar Pradesh,Allahabad,2009,2.3,7.2,5.3,92.2,22,421,88,725,16.08083333,31.35436497,0.005486107,2.318513031
Uttar Pradesh,Allahabad,2010,1.06,40.11666667,10.71666667,56.92,58,648.6666667,153.6666667,1144,18.77390813,29.66278628,0.010970874,2.026811831
Uttar Pradesh,Allahabad,2011,1,18,8,47,100,649,,,24.21915086,34.86005338,0.006648201,2.596884747
Uttar Pradesh,Allahabad,2012,1,26,16,74,90,814,,,25.16024293,32.33276695,0.006270924,3.668225636
Uttar Pradesh,Allahabad,2013,2,12,8,69,119,445,,,25.53217822,31.68042203,0.019104284,3.157240701
Uttar Pradesh,Allahabad,2014,1,9,11,58,113,375,,,18.45768584,17.10762418,0.012411791,2.708593926
Uttar Pradesh,Meerut,1997,,,,,,,,,3.024640501,19.73037644,0.273892219,547.24179
Uttar Pradesh,Meerut,1998,,,,,,,,,3.589860197,25.21936258,0.343655127,670.5329394
Uttar Pradesh,Meerut,1999,,,,,,,,,4.631997895,29.32112197,0.222699165,615.9374054
Uttar Pradesh,Meerut,2000,,,,,,,,,4.300075727,27.96598783,0.295804868,667.2997744
Uttar Pradesh,Meerut,2001,,,,,,,,,3.869879518,27.82677881,0.306296886,721.3241191
Uttar Pradesh,Meerut,2002,,,,,,,,,2.982338764,27.81410135,0.132670911,791.1083473
Uttar Pradesh,Meerut,2003,,,,,,,,,3.11173461,27.32010444,0.123126859,772.976458
Uttar Pradesh,Meerut,2004,,,,,,,,,2.747308332,20.81653299,0.085410796,633.2068069
Uttar Pradesh,Meerut,2005,,,,,,,,,1.875655663,19.65621485,0.13516251,606.3408802
Uttar Pradesh,Meerut,2006,,,,,,,,,3.485752895,26.42635704,0.035668697,779.591547
Uttar Pradesh,Meerut,2007,7.2,12.6,35.9,57.3,92,137,544,865,3.35436446,29.90773553,0.052491369,985.6611423
Uttar Pradesh,Meerut,2008,8.3,11.8,11.2,51.4,93,132,329,856,3.712070025,29.26241029,0.086114299,764.1109975
Uttar Pradesh,Meerut,2009,4.3,11.4,30.5,59.8,95,146,404,821,4.666450134,30.96016352,0.043134123,871.9947825
Uttar Pradesh,Meerut,2010,3.45,15,21,64,104,279.5,320,620.5,3.51571645,30.17398611,0.030687848,779.526619
Uttar Pradesh,Meerut,2011,4,10,35,61,103,191,,,4.419599223,34.62772718,0.059409699,863.8100022
Uttar Pradesh,Meerut,2012,4,6,32,50,101,139,,,4.937937615,36.03825611,0.029816713,1006.413431
Uttar Pradesh,Meerut,2013,,,,,,,,,2.193394065,36.60764776,0.105150516,1074.727763
Uttar Pradesh,Meerut,2014,,,,,,,,,2.497977556,28.24191355,0.02111789,1094.991906
Uttar Pradesh,Bareilly,1997,,,,,,,,,6.045092486,14.43006257,0.011170665,140.9977952
Uttar Pradesh,Bareilly,1998,,,,,,,,,10.54999199,29.24421264,0.005827421,212.9211987
Uttar Pradesh,Bareilly,1999,,,,,,,,,11.10326899,29.94151838,0.012589262,217.5716457
Uttar Pradesh,Bareilly,2000,,,,,,,,,9.080049253,26.71109619,0.014075373,204.423994
Uttar Pradesh,Bareilly,2001,,,,,,,,,9.401499248,25.78480131,0.016684712,244.0801817
Uttar Pradesh,Bareilly,2002,,,,,,,,,6.677886667,27.65419644,0.014316893,288.5485812
Uttar Pradesh,Bareilly,2003,,,,,,,,,10.26155487,33.44250693,0.02788655,266.392049
Uttar Pradesh,Bareilly,2004,,,,,,,,,15.97094513,22.75626193,0.019753276,178.0292607
Uttar Pradesh,Bareilly,2005,,,,,,,,,14.37855782,21.5837722,0.011100043,262.6891945
Uttar Pradesh,Bareilly,2006,,,,,,,,,9.755170493,32.54932569,0.023705346,228.0336459
Uttar Pradesh,Bareilly,2007,,,,,,,,,9.757698884,36.58678205,0.020483161,314.6994223
Uttar Pradesh,Bareilly,2008,,,,,,,,,9.053241566,31.50735837,0.014178835,231.3855733
Uttar Pradesh,Bareilly,2009,,,,,,,,,8.562354222,38.7469846,0.021059913,254.0265174
Uttar Pradesh,Bareilly,2010,,,,,,,,,7.01431669,30.76401754,0.014673601,220.1803022
Uttar Pradesh,Bareilly,2011,6,33,15,,130.16,530,,,13.4633244,41.43640771,0.021973466,303.1643067
Uttar Pradesh,Bareilly,2012,6,30,12,45,136,1111,,,9.252599966,34.90234828,0.019150178,343.1129151
Uttar Pradesh,Bareilly,2013,8,15,17,34,165,280,,,10.84871836,37.04115215,0.034405584,340.0677352
