State,District,Year,SO2_min,SO2_max,NO2_min,NO2_max,RSPM_min,RSPM_max,SPM_min,SPM_max,Rice_Yield,Wheat_Yield,Maize_Yield,Sugarcane_Yield
West Bengal,Medinipur East,2008,4.4,19.3,32.8,72.7,16,184,42,306,14.2236951,0.061438969,,0.856993604
West Bengal,Medinipur East,2009,7.8,10.7,63.9,71,93,174,181,297,11.6043391,0.040409206,,0.543394834
West Bengal,Medinipur East,2010,8.4,23.2,35.2,68.1,20,149,31,327,12.67340191,0.044924538,,
West Bengal,Medinipur East,2011,8,24,38,70,45,361,,,12.24995585,0.04325337,0.007457478,
West Bengal,Medinipur East,2012,,,,,,,,,13.83514129,0.051593086,0.004893123,
West Bengal,Medinipur East,2013,7,16,29,49,72,225,,,11.80548146,0.053992117,0.006668188,
West Bengal,Medinipur East,2014,6,58,19,52,66,286,,,14.02279173,0.053116264,0.006805061,
West Bengal,Howrah,1997,38.6,,98.1,263.6,,,233,553,2.757523321,0.021480995,,0.015684536
West Bengal,Howrah,1998,,,,,,,,,11.37563462,0.084132872,,0.162463477
West Bengal,Howrah,1999,,,,,,,,,15.15059932,0.098657924,,0.154902162
West Bengal,Howrah,2000,6.2,24.1,27.9,93.2,,,63,317,11.78289318,0.334253055,,0.638549468
West Bengal,Howrah,2001,3.2,24.1,32.8,95.1,,,55,420,16.01409206,0.138024188,0.035592194,1.043035084
West Bengal,Howrah,2002,3.9,33,38.8,120.5,,,63,453,13.47544755,0.062405637,0.007764757,0.515349774
West Bengal,Howrah,2003,,,,,,,,,15.39817517,0.12658052,0.010559956,0.010559956
West Bengal,Howrah,2004,,,33.2,253,16.3,430.7,28.3,696.3,14.45017892,0.147463357,0.011070396,1.116264967
West Bengal,Howrah,2005,4.2,66.7,32.6,210.3,20,374,38,575,14.32111798,0.039957666,0.01171691,0.52741115
West Bengal,Howrah,2006,4,47.7,9.9,169.5,12,419,28,763,13.74404989,0.11816989,0.018114869,0.655690524
West Bengal,Howrah,2007,4,25.4,26.7,147.8,13,440,45,745,14.02480605,0.179572071,0.01883396,0.717151752
West Bengal,Howrah,2008,4,39.2,30.6,161.5,16,386,55,671,11.53914353,0.037470726,0.016393443,0.880729341
West Bengal,Howrah,2009,4.4,49.1,34.2,165.2,27,369,70,618,7.731172439,,0.012735627,
West Bengal,Howrah,2010,3.9,27.1,22.4,169,15.33333333,310.3333333,32.66666667,559.6666667,13.44518463,0.066969603,0.014029205,0.182644373
West Bengal,Howrah,2011,3,34,21,124,18,375,,,9.736080823,0.013999238,0.013351125,0.677407549
West Bengal,Howrah,2012,,,,,,,,,11.66201893,0.0339089,0.014027063,0.494362493
West Bengal,Howrah,2013,5.27,13.81,27.63,58.11,104.18,249.6,43.9,153.88,11.41412821,0.024642957,0.013441613,
West Bengal,Howrah,2014,3,76,17,109,47,285,,,12.96163374,0.033497298,0.013593106,0.022574266
West Bengal,Bardhaman,1997,,,,,,,,,4.081671017,0.049948818,0.003300303,0.455441828
West Bengal,Bardhaman,1998,,,,,,,,,30.09728039,0.24495465,0.033249858,3.060249584
West Bengal,Bardhaman,1999,,,,,,,,,28.11390376,0.236321568,0.030850195,2.720987206
West Bengal,Bardhaman,2000,,,,,,,,,26.61415367,0.776375643,0.004572893,1.197589916
West Bengal,Bardhaman,2001,,,,,,,,,28.42106746,0.508102126,0.0004858,2.226021693
West Bengal,Bardhaman,2002,,,,,,,,,30.6002004,0.52807235,0.002946938,2.221278591
West Bengal,Bardhaman,2003,,,,,,,,,30.62187386,0.581737221,0.017109918,2.224609613
West Bengal,Bardhaman,2004,,,23,83.4,20.3,411.7,52.3,691.3,24.18085254,0.387636492,0.009734026,1.512567941
West Bengal,Bardhaman,2005,4.3,7.9,20.1,88.6,12,388,43,624,28.93173194,0.213670714,0.023060211,1.437890149
West Bengal,Bardhaman,2006,4,7.1,32.5,88,22,415,62,737,27.52051808,0.244789871,0.033033201,9.541642235
West Bengal,Bardhaman,2007,4.3,11.6,32.8,101,25,353,63,642,30.0215919,0.291810183,0.021854266,2.720880405
West Bengal,Bardhaman,2008,5.4,12,50,116.2,24,454,80,902,27.54372796,0.205546593,0.024443617,2.078500187
West Bengal,Bardhaman,2009,4.8,17.2,34,95.9,20,387,50,781,26.82696608,0.15172172,0.016714107,3.393356123
West Bengal,Bardhaman,2010,4.3,13.2,39.5,93.8,22,487,42,989,24.71604506,0.103348056,0.017358201,5.047720215
West Bengal,Bardhaman,2011,4,,5,292,17,440,,,25.04778119,0.281919037,0.022637716,2.850977674
West Bengal,Bardhaman,2012,10,,9.6,54,11.3,246,,,29.2096358,0.262004031,0.026574174,3.168616949
West Bengal,Bardhaman,2013,7.74,18.22,37.01,70,101.92,514.78,,,29.79270711,0.219299205,0.026082777,4.501395412
West Bengal,Bardhaman,2014,4,14,25,82,22,345,,,28.71951703,0.350944757,0.027310346,5.169153169
West Bengal,24 Paraganas South,1997,,,,,,,,,3.229514578,0.023795781,,0.03523606
West Bengal,24 Paraganas South,1998,,,,,,,,,13.9374197,0.127717852,0.00055772,1.130498188
West Bengal,24 Paraganas South,1999,,,,,,,,,16.79450043,0.153446531,,0.089659008
West Bengal,24 Paraganas South,2000,,,,,,,,,14.76593172,0.292276641,,0.088909328
West Bengal,24 Paraganas South,2001,,,,,,,,,17.84682153,0.131072995,,0.227203861
West Bengal,24 Paraganas South,2002,,,,,,,,,15.27597956,0.113067477,,0.747336561
West Bengal,24 Paraganas South,2003,,,,,,,,,15.75170223,0.194118686,0.056534691,1.117144998
West Bengal,24 Paraganas South,2004,,,,,,,,,16.32837626,0.315996022,0.03517033,0.183798536
West Bengal,24 Paraganas South,2005,,,,,,,,,18.24808411,0.326533256,0.033093712,0.29162619
West Bengal,24 Paraganas South,2006,,,,,,,,,16.02205208,0.174200909,0.02748597,0.182852922
West Bengal,24 Paraganas South,2007,,,,,6,277,,,16.85751441,0.301430168,0.040241467,0.392512983
West Bengal,24 Paraganas South,2008,,,,,,,,,17.52564353,0.032293025,0.034636412,0.095278711
West Bengal,24 Paraganas South,2009,,,,,,,,,13.55368992,0.221539438,0.021507703,0.180694997
West Bengal,24 Paraganas South,2010,,,,,,,,,15.98695637,0.365100701,0.022206232,0.127300796
West Bengal,24 Paraganas South,2011,,,,,,,,,13.84179505,0.347618971,0.012782814,0.338790553
West Bengal,24 Paraganas South,2012,,,,,,,,,14.91321125,0.489480045,0.025478292,0.370944146
West Bengal,24 Paraganas South,2013,,,,,,,,,15.81389996,0.473310006,0.023136194,0.129620168
West Bengal,24 Paraganas South,2014,,,,,,,,,15.99943461,0.535941451,0.026007884,0.113972956
West Bengal,24 Paraganas North,1997,,,,,,,,,1.098998346,0.057473291,4.81E-05,0.058002334
West Bengal,24 Paraganas North,1998,,,,,,,,,15.94832186,0.999656673,,1.284084778
West Bengal,24 Paraganas North,1999,,,,,,,,,16.03528634,0.943113541,,3.445046951
West Bengal,24 Paraganas North,2000,,,,,,,,,12.6123483,1.998243199,,3.815847574
West Bengal,24 Paraganas North,2001,,,,,,,,,15.69569366,1.881213189,,9.914900644
West Bengal,24 Paraganas North,2002,,,,,,,,,14.85609173,1.276127404,,1.730184445
West Bengal,24 Paraganas North,2003,,,,,,,,,15.88577186,1.786374134,,2.488248879
West Bengal,24 Paraganas North,2004,,,,,,,,,14.87117774,0.811192955,,1.500096168
West Bengal,24 Paraganas North,2005,,,,,,,,,15.89471404,1.077769216,0.000398829,2.55184163
West Bengal,24 Paraganas North,2006,,,,,,,,,14.84768521,1.03600202,,1.680305083
West Bengal,24 Paraganas North,2007,,,,,,,,,17.12295675,1.231290543,0.013451827,3.404898796
West Bengal,24 Paraganas North,2008,,,,,,,,,15.8997138,1.229767304,0.010484281,2.288550226
West Bengal,24 Paraganas North,2009,,,,,,,,,14.4105279,1.369393032,0.026921656,1.162555916
West Bengal,24 Paraganas North,2010,4.6,29.4,33.4,156.4,27.33333333,315.6666667,58.66666667,522.3333333,14.05613281,1.370963771,0.009941573,4.651057161
West Bengal,24 Paraganas North,2011,4,54,10,107,16,410,,,12.93110375,1.317153446,0.01515947,2.519588333
West Bengal,24 Paraganas North,2012,,,,,,,,,14.24515803,1.30735082,0.017346641,4.762591019
West Bengal,24 Paraganas North,2013,8.77,12.31,37.87,59.51,108.92,246.86,72.77,133.33,14.26688624,1.413811344,0.015432245,11.4309391
West Bengal,24 Paraganas North,2014,5,13,27,83,28,213,,,15.3895479,1.61085363,0.018770898,5.559291729
West Bengal,Hooghly,1997,,,,,,,,,1.636466635,0.013779925,,0.008636266
West Bengal,Hooghly,1998,,,,,,,,,13.70727187,0.053530162,5.52E-05,0.182664781
West Bengal,Hooghly,1999,,,,,,,,,14.82902159,0.084753288,,
West Bengal,Hooghly,2000,,,,,,,,,12.99189534,0.285525958,0.000309513,0.1555304
West Bengal,Hooghly,2001,,,,,,,,,16.51080356,0.135037981,,6.88921592
West Bengal,Hooghly,2002,,,,,,,,,12.92755948,0.038886592,,0.005526776
West Bengal,Hooghly,2003,,,,,,,,,14.21227563,0.063266644,0.001182554,2.416065535
West Bengal,Hooghly,2004,,,,,,,,,14.27400761,0.038948858,0.002147181,0.542887166
West Bengal,Hooghly,2005,,,,,,,,,14.45783481,0.033680271,0.002551536,0.419625562
West Bengal,Hooghly,2006,,,,,,,,,15.66090372,0.147635855,0.0371725,0.125443317
West Bengal,Hooghly,2007,,,,,,,,,14.91593124,0.043522184,0.035474286,2.481188039
West Bengal,Hooghly,2008,,,,,,,,,16.1678325,0.198828155,0.027842584,2.907751067
West Bengal,Hooghly,2009,,,,,,,,,12.16053017,0.03972876,0.02600582,0.218211698
West Bengal,Hooghly,2010,,,,,,,,,13.37514925,0.040428909,0.022322438,0.045621205
West Bengal,Hooghly,2011,,,,,,,,,11.94272249,0.016918595,0.02242491,0.370832519
West Bengal,Hooghly,2012,,,,,,,,,12.14274996,0.011575563,0.020349104,0.006476803
West Bengal,Hooghly,2013,,,,,,,,,11.52773139,0.00809207,0.020722549,5.417062707
West Bengal,Hooghly,2014,,,,,,,,,13.41008424,0.023060993,0.021283472,6.983270893
West Bengal,Nadia,1997,,,,,,,,,0.486771534,0.230051434,0.000918486,0.241933126
West Bengal,Nadia,1998,,,,,,,,,12.11980675,4.848531764,0.006033192,3.510455937
West Bengal,Nadia,1999,,,,,,,,,14.1448254,6.239215105,0.009351264,3.581845713
West Bengal,Nadia,2000,,,,,,,,,11.92352731,8.17168958,0.034670109,5.957755498
West Bengal,Nadia,2001,,,,,,,,,14.90813787,5.482703218,0.073939918,9.462909986
West Bengal,Nadia,2002,,,,,,,,,16.87854899,6.429207419,0.035326429,11.12427742
West Bengal,Nadia,2003,,,,,,,,,14.38293545,6.927312323,0.340890414,7.21992234
West Bengal,Nadia,2004,,,,,,,,,13.51807229,5.484484753,0.25649278,7.379185769
West Bengal,Nadia,2005,,,,,,,,,13.06587863,5.37496049,0.231941841,6.316642222
West Bengal,Nadia,2006,,,,,,,,,11.78329141,5.354040434,0.541960778,4.03925089
West Bengal,Nadia,2007,,,,,,,,,14.99573554,7.281754224,0.157680448,17.78647309
West Bengal,Nadia,2008,,,,,,,,,16.03392568,5.073012211,0.131356088,13.22174225
West Bengal,Nadia,2009,,,,,,,,,12.76096093,5.462147694,0.1627017,5.018609463
West Bengal,Nadia,2010,,,,,,,,,13.11235156,5.94251576,0.1367743,3.486081586
West Bengal,Nadia,2011,,,,,,,,,13.59805751,6.791960191,0.122923637,13.37586345
West Bengal,Nadia,2012,,,,,,,,,11.7064271,7.278095906,0.129291912,9.600252921
West Bengal,Nadia,2013,,,,,,,,,12.17272471,7.409875193,0.136475892,9.584108199
West Bengal,Nadia,2014,,,,,,,,,12.84807815,7.321598418,0.250524534,12.25218976
West Bengal,Maldah,1997,,,,,,,,,0.990127562,0.657631281,0.153684417,2.47349628
West Bengal,Maldah,1998,,,,,,,,,12.28534677,8.29685521,2.061386726,40.80821364
West Bengal,Maldah,1999,,,,,,,,,14.9250509,10.05315724,0.61385429,40.87398798
West Bengal,Maldah,2000,,,,,,,,,13.93572115,9.91486553,0.834431247,29.29700895
West Bengal,Maldah,2001,,,,,,,,,14.77211459,10.67081274,0.928460968,24.78179942
West Bengal,Maldah,2002,,,,,,,,,15.98099014,10.98960897,0.737001903,21.0555288
West Bengal,Maldah,2003,,,,,,,,,15.51174369,10.88603158,1.656062962,21.82789647
West Bengal,Maldah,2004,,,,,,,,,17.66752729,10.57510293,2.558970767,16.62706078
West Bengal,Maldah,2005,,,,,,,,,18.19821395,8.739100933,2.548478891,24.78162708
West Bengal,Maldah,2006,,,,,,,,,15.628246,11.06834031,2.941223351,24.28790596
West Bengal,Maldah,2007,,,,,,,,,19.64815797,16.92056713,0.931539053,34.91253299
West Bengal,Maldah,2008,,,,,,,,,21.07959141,11.54961292,0.787793838,23.37152745
West Bengal,Maldah,2009,,,,,,,,,18.1543509,11.47315978,0.589383044,18.86111421
West Bengal,Maldah,2010,,,,,,,,,18.97032938,12.9973913,0.609239083,19.9487286
West Bengal,Maldah,2011,,,,,,,,,17.21342858,11.125766,0.827574902,21.42120057
West Bengal,Maldah,2012,,,,,,,,,17.25690396,10.05005525,1.079056817,17.3854141
West Bengal,Maldah,2013,,,,,,,,,20.05192572,11.24618884,1.215955772,17.94827925
West Bengal,Maldah,2014,,,,,,,,,20.6155916,11.00852645,1.081317089,18.19324087
West Bengal,Darjeeling,1997,,,,,,,,,0.891388379,0.434196767,5.892767029,
West Bengal,Darjeeling,1998,,,,,,,,,3.55514456,0.821690459,21.03310626,
West Bengal,Darjeeling,1999,,,,,,,,,5.922983941,1.574857538,14.40856501,
West Bengal,Darjeeling,2000,,,,,,,,,5.971082831,2.116684686,13.50275495,
West Bengal,Darjeeling,2001,,,,,,,,,7.152034778,1.713561164,16.25600773,
West Bengal,Darjeeling,2002,,,,,,,,,8.506540902,1.963112683,12.29029813,
West Bengal,Darjeeling,2003,,,,,,,,,8.368174375,1.919411437,10.82335858,
West Bengal,Darjeeling,2004,,,,,,,,,6.33668442,1.477968951,16.6445094,
West Bengal,Darjeeling,2005,,,,,,,,,8.188378382,1.214556858,12.32111163,
West Bengal,Darjeeling,2006,,,,,,,,,8.28861397,1.341773615,13.06077774,
West Bengal,Darjeeling,2007,,,,,,,,,10.12957791,1.971912985,6.509460682,1.179261241
West Bengal,Darjeeling,2008,,,,,,,,,11.52303621,1.401110179,7.197198735,0.427431743
West Bengal,Darjeeling,2009,,,,,,,,,11.09828785,1.476083467,5.82752809,0.130658106
West Bengal,Darjeeling,2010,,,,,,,,,11.88094211,1.587851676,6.228629945,0.136062305
West Bengal,Darjeeling,2011,,,,,,,,,10.95133491,1.912215818,5.797747477,0.42877479
West Bengal,Darjeeling,2012,,,,,,,,,10.11979628,1.036740975,5.654664796,0.376138793
West Bengal,Darjeeling,2013,,,,,,,,,9.024414816,1.065300828,5.206181937,0.076761571
West Bengal,Darjeeling,2014,,,,,,,,,10.06971899,1.309034085,6.038599209,0.094320974
Punjab,Ludhiana,1997,15,23.1,38.1,49.6,,,211,379,20.67855089,24.88786659,0.230017251,10.81081081
Punjab,Ludhiana,1998,,,,,,,,,10.26156069,23.70953757,0.130057803,4.291907514
Punjab,Ludhiana,1999,14.2,21.7,27.6,41.9,,,207,587,14.82678984,22.72517321,0.207852194,7.27482679
Punjab,Ludhiana,2000,8.5,15.2,27.8,33.4,,,128,575,19.9748598,28.37748985,0.361632179,9.998066138
Punjab,Ludhiana,2001,9.3,14.6,27.3,36.4,,,,,19.53470337,27.80922838,0.362543622,11.51609151
Punjab,Ludhiana,2002,8.3,14.6,24.6,43.1,,,62,264,21.89268293,24.51121951,0.27902439,10.94634146
Punjab,Ludhiana,2003,6,21,20,70,62,801,,,22.2809054,25.96246856,0.212807119,5.745792223
Punjab,Ludhiana,2004,2,36,6,201,44,819,,,17.04156115,18.56100104,0.089378817,2.085505735
Punjab,Ludhiana,2005,11.8,30,23,69.7,64,594,,,26.0518732,28.31123919,0.161383285,3.066282421
Punjab,Ludhiana,2006,7.2,26,13,61,49,551,377,377,20.9752322,22.40712074,0.174148607,
Punjab,Ludhiana,2007,6.5,37.5,19.7,48.8,102,415,,,17.44754572,19.06448508,0.107795958,
Punjab,Ludhiana,2008,7.2,15.8,19.7,65.5,132,666,,,19.47197865,19.50629051,0.120091498,
Punjab,Ludhiana,2009,4.3,13.7,19.8,52.8,198,364,194,194,22.89728498,22.78336814,0.170875261,0.113916841
Punjab,Ludhiana,2010,5,19,20,63,118,341,,,19.54571593,22.01265095,0.120759057,
Punjab,Ludhiana,2011,3.8,18,16,90.5,45,404,,,20.3723636,25.71685022,0.111731427,2.998126636
Punjab,Ludhiana,2012,4,27,7,44,53,764,,,28.98365533,30.79358419,0.198348368,3.371922263
Punjab,Ludhiana,2013,5,22,9,48,62,505,,,23.40819764,27.31985776,0.288227587,3.49990642
Punjab,Ludhiana,2014,5,19,11,78,27,403,,,18.89493433,19.06378987,0.354596623,4.356472795
Punjab,Jalandhar,1997,21,24.2,30.4,47.7,,,143,263,13.3081047,17.75465153,1.166824346,24.59791864
Punjab,Jalandhar,1998,,,,,,,,,15.9317905,27.33252132,1.242387333,26.67478685
Punjab,Jalandhar,1999,15.2,26.1,21.6,45.7,,,249,426,12.68915223,21.95989061,1.203281677,22.4247949
Punjab,Jalandhar,2000,17.5,25.5,22.4,41.8,,,269,359,15.94297594,25.25393525,1.698841699,30.05643006
Punjab,Jalandhar,2001,14.7,23,19.7,33.5,,,194,245,14.59886669,25.75305696,1.607515658,32.80644199
Punjab,Jalandhar,2002,7.4,20,19.3,30.1,,,129,343,16.31216297,23.56201318,1.186339125,34.27201917
Punjab,Jalandhar,2003,,,,,,,,,14.85623003,23.8658147,1.533546326,22.04472843
Punjab,Jalandhar,2004,2,16,8,39,25,453,,,14.06740267,19.19233004,0.993608367,15.95002905
Punjab,Jalandhar,2005,7,25,23.7,40.5,95,374,,,15.14104778,21.99194013,1.151410478,19.45883708
Punjab,Jalandhar,2006,7,14.8,23.3,36.3,116,259,345,345,15.71865443,21.16207951,1.162079511,
Punjab,Jalandhar,2007,7.5,32.3,14,44.5,110,243,171,171,11.69481303,15.64234017,1.03437877,
Punjab,Jalandhar,2008,8.3,34.8,12.7,36.5,85,232,135,135,15.44207762,18.59352203,1.076743507,
Punjab,Jalandhar,2009,8.8,32.2,12.7,36.3,83,219,,,16.63469922,19.22406277,0.915431561,1.098517873
Punjab,Jalandhar,2010,10,12,22,33,119,151,,,13.70629371,18.48484848,0.815850816,
Punjab,Jalandhar,2011,9.2,15.8,19.5,30.7,90,197,,,11.56061177,17.17236671,0.733692342,11.87788413
Punjab,Jalandhar,2012,10,16,20,35,103,228,,,17.47762864,21.6163311,0.755033557,18.20469799
Punjab,Jalandhar,2013,10,17,19,35,115,234,,,13.0989011,18.3956044,0.571428571,16.79120879
Punjab,Jalandhar,2014,11,17,20,33,84,187,,,15.27272727,16.98347107,0.719008264,20.45454545
Punjab,Patiala,1997,,,,,,,,,18.41503585,23.85584189,0.348769618,6.277853129
Punjab,Patiala,1998,,,,,,,,,15.16241124,34.35111044,0.274966007,3.338872942
Punjab,Patiala,1999,,,,,,,,,19.92449981,31.08909022,0.36806342,4.416761042
Punjab,Patiala,2000,,,,,,,,,17.66121451,24.63056966,0.351569844,4.549727392
Punjab,Patiala,2001,,,,,,,,,18.80979284,27.13747646,0.22787194,5.800376648
Punjab,Patiala,2002,,,,,,,,,18.96445131,27.44976816,0.139103555,7.650695518
Punjab,Patiala,2003,,,,,,,,,23.31508401,26.8737021,0.343590712,5.890126487
Punjab,Patiala,2004,,,,,,,,,23.77748294,29.4939348,0.221758908,2.956785444
Punjab,Patiala,2005,,,,,,,,,24.6347032,27.42960426,0.22260274,1.731354642
Punjab,Patiala,2006,,,,,,,,,22.30674595,25.3967603,0.112774246,
Punjab,Patiala,2007,,,,,,,,,16.67779633,18.9148581,0.116861436,
Punjab,Patiala,2008,,,,,,,,,20.28956364,22.8634627,0.120651518,
Punjab,Patiala,2009,,,,,,,,,17.05931495,17.76106934,0.050125313,0.133667502
Punjab,Patiala,2010,3,14,11,32,95,260,148,260,14.68769716,19.19663512,0.050473186,
Punjab,Patiala,2011,5.8,13,9.8,52.7,46,335,,,12.95278922,18.60439383,0.086065045,3.786861966
Punjab,Patiala,2012,4,14,10,44,49,183.33,,,17.51741609,21.33628879,0.075997467,3.495883471
Punjab,Patiala,2013,4,13,10,33,60,192,,,12.26865672,14.75053305,0.063965885,3.594882729
Punjab,Patiala,2014,4,8,10,20,65,182,,,15.25738397,17.28270042,0.084388186,4.5907173
Punjab,Fatehgarh Sahib,1997,16.8,23.5,42.9,49.5,,,233,345,13.44462994,16.07122983,0.089037284,16.91708403
Punjab,Fatehgarh Sahib,1998,,,,,,,,,12.35327635,18.27920228,0.091168091,11.85185185
Punjab,Fatehgarh Sahib,1999,13.3,28.4,28.4,39.1,,,386,488,12.05245154,17.67958951,0.11972634,9.977194983
Punjab,Fatehgarh Sahib,2000,10.8,15.4,26.6,36.7,,,338,464,15.86402266,19.6713881,0.135977337,13.14447592
Punjab,Fatehgarh Sahib,2001,9.2,13.5,24.6,39.2,,,238,353,16.79723502,21.67050691,0.155529954,19.18202765
Punjab,Fatehgarh Sahib,2002,7.8,12.8,27.4,37.3,,,215,408,16.19377163,19.67128028,0.155709343,16.0899654
Punjab,Fatehgarh Sahib,2003,,,,,,,,,14.6184739,14.73895582,0.120481928,10.04016064
Punjab,Fatehgarh Sahib,2004,,,,,,,,,16.93097547,19.03023388,0.18254421,6.389047347
Punjab,Fatehgarh Sahib,2005,8,143,20,55.7,162,381,178,300,10.48199768,10.71428571,,4.384436702
Punjab,Fatehgarh Sahib,2006,5,23.5,10,40.3,107,450,237,357,9.935710111,10.16949153,0.116890707,
Punjab,Fatehgarh Sahib,2007,7.2,25,20.7,57.7,174,668,197,197,8.959064327,10.03508772,0.070175439,
Punjab,Fatehgarh Sahib,2008,4.7,63.7,10.7,56.8,124,284,,,10.47921478,10.85450346,0.115473441,
Punjab,Fatehgarh Sahib,2009,6,27.7,13,42.3,119,280,,,13.5372187,14.50663589,0.103866128,0.519330641
Punjab,Fatehgarh Sahib,2010,10,32,19,53,95,543,,,4.255813953,4.848837209,,
Punjab,Fatehgarh Sahib,2011,6.2,34.3,9.3,93.8,87,465,,,6.385890224,7.877100853,,2.649091823
Punjab,Fatehgarh Sahib,2012,5,22,23,61,67,432,,,14.24483307,16.32220456,0.148383678,9.570747218
Punjab,Fatehgarh Sahib,2013,4,12,16,45,83,327,,,10.02857143,12.2,0.114285714,6.942857143
Punjab,Fatehgarh Sahib,2014,5,10,23,45,78,213,,,12.75,11.59090909,0.136363636,9
Punjab,Rupnagar,1997,,,,,,,,,8.861646235,19.00758903,3.146526562,35.96030356
Punjab,Rupnagar,1998,,,,,,,,,7.176350663,27.02344546,2.915392457,28.59327217
Punjab,Rupnagar,1999,,,,,,,,,9.549248748,21.42459655,3.67278798,29.99443517
Punjab,Rupnagar,2000,,,,,,,,,8.368511124,16.01825442,3.593839133,28.23730747
Punjab,Rupnagar,2001,,,,,,,,,8.159065628,17.36929922,3.303670745,27.03003337
Punjab,Rupnagar,2002,,,,,,,,,10.06543724,21.77275431,2.998215348,34.97917906
Punjab,Rupnagar,2003,,,,,,,,,11.71740379,21.16025273,4.480183802,24.12406663
Punjab,Rupnagar,2004,,,,,,,,,12.0754717,21.40651801,4.116638079,15.78044597
Punjab,Rupnagar,2005,4,23,10,37,,,89,251,11.14001107,19.90592142,4.565578307,23.31488655
Punjab,Rupnagar,2006,4.3,16.7,14,37,75,221,105,423,10.28145695,16.09271523,4.544701987,
Punjab,Rupnagar,2007,4.5,18.3,17.7,41,77,183,91,314,9.029605263,18.94736842,5.328947368,
Punjab,Rupnagar,2008,4.7,17.8,13,54.3,62,353,131,256,9.73540856,14.84824903,5.392996109,
Punjab,Rupnagar,2009,4.8,11.5,14.5,50.3,71,245,167,251,9.597156398,19.69194313,4.549763033,0.924170616
Punjab,Rupnagar,2010,5,13,10,32,35,168,132,191,9.11627907,15.68992248,4.713178295,
Punjab,Rupnagar,2011,2,12,11.5,28.7,41,152,110,110,6.99983465,16.36969205,4.409344661,12.34616505
Punjab,Rupnagar,2012,4,17,8,43,45,195,,,10.07722008,19.73745174,5.142857143,15.77606178
Punjab,Rupnagar,2013,4,9,8,31,54,130,,,5.818181818,13.95454545,3.363636364,6.909090909
Punjab,Rupnagar,2014,4,7,10,22,47,137,,,8.86259542,18.27480916,3.984732824,16.35114504
Punjab,Amritsar,1997,,,,,,,,,16.53929657,24.79953684,0.263424519,11.28962223
Punjab,Amritsar,1998,,,,,,,,,20.38942479,20.01786352,0.325116113,12.54019293
Punjab,Amritsar,1999,,,,,,,,,18.07379349,31.69753086,0.218855219,9.666105499
Punjab,Amritsar,2000,,,,,,,,,15.00210467,26.08390627,0.169776905,10.80398485
Punjab,Amritsar,2001,,,,,,,,,14.74877537,26.17214836,0.184744577,11.54653604
Punjab,Amritsar,2002,,,,,,,,,15.18353246,26.13502231,0.120915503,12.43702318
Punjab,Amritsar,2003,,,,,,,,,15.93029792,28.09724564,0.237492974,10.41315346
Punjab,Amritsar,2004,,,,,,,,,17.04863974,26.23248145,0.2143446,7.254740313
Punjab,Amritsar,2005,,,,,,,,,16.3577059,26.79532482,0.179396575,5.985322098
Punjab,Amritsar,2006,8.2,16.3,26.5,38.3,348,372,210,533,13.12906725,18.71746204,0.219631236,
Punjab,Amritsar,2007,9.5,17.5,20,39.8,378,568,291,571,11.81818182,17.53246753,0.216450216,
Punjab,Amritsar,2008,11.8,24.2,12.2,95.5,369,555,200,570,14.13014608,20.1062417,0.1062417,
Punjab,Amritsar,2009,13.3,18.8,30,40.8,122,182,368,595,10.71084981,16.09834313,0.085515767,0.384820951
Punjab,Amritsar,2010,11,18,31,40,168,260,,,11.93199789,19.21454929,0.071164997,
Punjab,Amritsar,2011,8,18.7,22.8,47.7,120,262,,,12.23340939,23.98458895,0.152283104,5.152245034
Punjab,Amritsar,2012,12,20,34,47,106,465,,,14.30825881,23.25092057,,3.708574435
Punjab,Amritsar,2013,11,16,33,46,103,241,,,13.04785894,23.52644836,0.100755668,10.10075567
Punjab,Amritsar,2014,11,16,33,66,142,240,,,12.5,18.21782178,0.099009901,7.45049505
Punjab,Bathinda,1997,,,,,,,,,3.729476153,14.40774042,,
Punjab,Bathinda,1998,,,,,,,,,4.935983184,19.67513854,,
Punjab,Bathinda,1999,,,,,,,,,7.710464201,21.97088906,,
Punjab,Bathinda,2000,,,,,,,,,7.014028056,20.32064128,0.06012024,
Punjab,Bathinda,2001,,,,,,,,,6.827739588,21.1059442,,1.556813587
Punjab,Bathinda,2002,,,,,,,,,9.441915694,25.70156343,0.051454581,1.543637443
Punjab,Bathinda,2003,,,,,,,,,12.36961228,27.80948632,0.088565243,1.476087384
Punjab,Bathinda,2004,,,,,,,,,9.785812537,23.41520927,,
Punjab,Bathinda,2005,,,,,,,,,9.071274298,22.47791086,,
Punjab,Bathinda,2006,6,15.7,15.7,35.7,213,340,141,417,7.709475333,22.48238058,,
Punjab,Bathinda,2007,7,26,20,42.7,190,508,185,500,7.272051805,21.28260814,,
Punjab,Bathinda,2008,4.8,21.6,14.8,41.8,,,161,256,7.580255437,20.45071256,,
Punjab,Bathinda,2009,5.5,12.2,14.5,55.3,,,155,237,8.356627465,17.78416727,,
Punjab,Bathinda,2010,5,18,10,38,120,338,,,7.62061616,20.33326875,,
Punjab,Bathinda,2011,6.5,19.7,13.2,38.3,62,216,,,5.95992714,18.36065574,,
Punjab,Bathinda,2012,,,,,,,,,7.911708253,21.00575816,,
Punjab,Bathinda,2013,5,10,12,36,93,226,,,8.580399619,21.5623216,,
